Number of Models: 10
Test Accuracies: [89.48058761804828, 77.5183630640084, 81.71563483735572, 82.0828961175236, 88.45750262329486, 87.1196222455404, 77.88562434417628, 77.20356768100734, 77.25603357817418, 75.7607555089192]
Mean Accuracy: 81.44805876180483
Standard Deviation: 5.189334319018197
Total Time: 0:37:27.124908



########## Model 1 ##########

Test Accuracy: 89.48058761804828


|   Epoch |   Train Loss |   Validation Loss |   Train Accuracy |   Validation Accuracy |
|      37 |     0.478259 |          0.476582 |         0.817932 |              0.817829 |
|      38 |     0.480207 |          0.477806 |         0.811147 |              0.812661 |
|      39 |     0.482671 |          0.474799 |         0.807593 |              0.820413 |
|      40 |     0.477382 |          0.475264 |         0.811955 |              0.815891 |
|      41 |     0.500362 |          0.495225 |         0.808562 |              0.803618 |
|      42 |     0.48465  |          0.468615 |         0.817932 |              0.825581 |
|      43 |     0.481599 |          0.468535 |         0.81874  |              0.824289 |
|      44 |     0.480214 |          0.460351 |         0.816317 |              0.822351 |
|      45 |     0.478127 |          0.467857 |         0.817124 |              0.825581 |
|      46 |     0.47424  |          0.465948 |         0.817124 |              0.829457 |
|      47 |     0.483047 |          0.484764 |         0.801777 |              0.810724 |
|      48 |     0.482194 |          0.470755 |         0.819709 |              0.824289 |
|      49 |     0.479343 |          0.474149 |         0.813409 |              0.814599 |
|      50 |     0.47402  |          0.472179 |         0.810016 |              0.813307 |
|      51 |     0.485655 |          0.495526 |         0.80517  |              0.816537 |
|      52 |     0.47839  |          0.482486 |         0.805816 |              0.815891 |
|      53 |     0.482372 |          0.486705 |         0.813086 |              0.815245 |
|      54 |     0.481346 |          0.481289 |         0.806462 |              0.819767 |
|      55 |     0.481772 |          0.477214 |         0.813247 |              0.821059 |
|      56 |     0.475331 |          0.4846   |         0.8042   |              0.813307 |
|      57 |     0.479523 |          0.467425 |         0.819225 |              0.825581 |
|      58 |     0.476296 |          0.47239  |         0.805816 |              0.81137  |
|      59 |     0.476459 |          0.478803 |         0.816801 |              0.816537 |
|      60 |     0.476535 |          0.465442 |         0.815186 |              0.820413 |
|      61 |     0.477759 |          0.457162 |         0.811309 |              0.817829 |
|      62 |     0.474829 |          0.478758 |         0.819709 |              0.822997 |
|      63 |     0.480128 |          0.47671  |         0.809855 |              0.821059 |
|      64 |     0.47722  |          0.476996 |         0.817286 |              0.812661 |
|      65 |     0.485591 |          0.472649 |         0.812924 |              0.822997 |
|      66 |     0.482307 |          0.469779 |         0.824071 |              0.828165 |
|      67 |     0.476343 |          0.471135 |         0.818094 |              0.817183 |
|      68 |     0.472319 |          0.466252 |         0.818901 |              0.824289 |
|      69 |     0.486492 |          0.478786 |         0.81567  |              0.818475 |
|      70 |     0.476045 |          0.485047 |         0.817124 |              0.821059 |
|      71 |     0.474596 |          0.478166 |         0.813247 |              0.812661 |
|      72 |     0.474243 |          0.470404 |         0.810662 |              0.815891 |
|      73 |     0.476461 |          0.466241 |         0.817124 |              0.820413 |
|      74 |     0.473355 |          0.488508 |         0.809208 |              0.817829 |
|      75 |     0.472818 |          0.468716 |         0.822294 |              0.824289 |
|      76 |     0.479264 |          0.474212 |         0.812924 |              0.824289 |
|      77 |     0.477106 |          0.46509  |         0.813893 |              0.815891 |
|      78 |     0.476407 |          0.465722 |         0.815024 |              0.828165 |
|      79 |     0.502691 |          0.468536 |         0.820032 |              0.822351 |
|      80 |     0.473944 |          0.470672 |         0.811955 |              0.814599 |
|      81 |     0.473028 |          0.461946 |         0.818417 |              0.825581 |
|      82 |     0.475379 |          0.474683 |         0.810824 |              0.812661 |
